,Unnamed: 0,Unnamed: 0.1,label,text,target,indo_tweet,indo_target
86,86,86,neutral,"I added a video to a @YouTube playlist http://youtu.be/th7l81MsFOw?a 2017 SEA Games, Satria Tama Statistics Beat Gianluigi Buffon",SEA Games,"I added a video to a @YouTube playlist http://youtu.be/th7l81MsFOw?a SEA Games 2017, Statistik Satria Tama Kalahkan Gianluigi Buffon",SEA Games
87,87,87,neutral,"New post on my blog: SEA Games Targets Not Fulfilled, Menpora Apologizes and Responsible http://fb.me/A5s1Yzie",SEA Games,"New post on my blog: Target SEA Games Tak Terpenuhi, Menpora Minta Maaf dan Bertanggung Jawab http://fb.me/A5s1Yzie",SEA Games
88,88,88,neutral,"I&#39;ve just posted a new blog: The SEA Games target is not fulfilled, Menpora apologizes and is responsible http://ift.tt/2iHla8M",SEA Games,"I've just posted a new blog: Target SEA Games Tak Terpenuhi, Menpora Minta Maaf dan Bertanggung Jawab http://ift.tt/2iHla8M",SEA Games
89,89,89,neutral,"#YoyoIndonesia can be ranked 5th in sea games, regular ... Indonesia is great",sea games,#AyoIndonesiaBisa peringkat ke 5 sea games wuarrbiasa..indonesia hebat hebot....katanya,sea games
90,90,90,neutral,"Conquer Malaysia 1-0, Thailand Win the 2017 SEA Games Men&#39;s Soccer Medal http://dlvr.it/PjVRF6 #jakarta http://pic.twitter.com/RcVPQwSWTx",SEA Games,"Taklukkan Malaysia 1-0, Thailand Rebut Medali Emas Sepakbola Putra SEA Games 2017 http://dlvr.it/PjVRF6 #jakarta http://pic.twitter.com/RcVPQwSWTx",SEA Games
91,91,91,neutral,The First Malaysia Malaysia Fifth in Sea Games 2017 http://bit.ly/2x2yY3d http://pic.twitter.com/JOklSpKQQn,Sea Games,Malaysia Pertama Indonesia Kelima dalam Sea Games 2017 http://bit.ly/2x2yY3d http://pic.twitter.com/JOklSpKQQn,Sea Games
92,92,92,neutral,29th Sea Games Results Indonesian Football Sports 3-1 Myanmar Malaysia 0-1 Thailand Thailand Becomes Champion ... http://fb.me/2dHggbNKl,Sea Games,Hasil Sea Games ke 29 Cabor Sepak Bola Indonesia 3-1 Myanmar Malaysia 0-1 Thailand Thailand Menjadi Juara... http://fb.me/2dHggbNKl,Sea Games
93,93,93,neutral,What I know is that the closing ceremony of sea games is more to the concert,sea games,Apa yang aku tau closing ceremony sea games ni dia more to concert,sea games
94,94,94,positive,"Okay, I can detect which artists will make the closing ceremony sea games on the show, hahaha",sea ​​games,Okey aku dah boleh detect artis-artis mana yg akan buat show dkt closing ceremony sea games nanti hahaha,sea games
95,95,95,neutral,"@info - The target at the 2017 SEA Games is not reached, Menpora apologizes",SEA Games,"@info - Target di SEA Games 2017 Tak Tercapai, Menpora Minta Maaf",SEA Games
96,96,96,neutral,Indonesia&#39;s 3 best goals in sea games http://fb.me/8NpIEwtdj,sea games,3 gol terbaik indonesia di sea games http://fb.me/8NpIEwtdj,sea games
97,97,97,neutral,"Left Behind in the First Round, This is the Key to the Success of Luis Milla Can Win the Bronze SEA Games 2017 https://twitter.com/i/web/status/902658432221691904",SEA Games,"Sempat Tertinggal di Babak Pertama, Ini Kunci Kesuksesan Luis Milla Bisa Raih Perunggu SEA Games 2017 https://twitter.com/i/web/status/902658432221691904",SEA Games
98,98,98,neutral,"Left Behind in the First Round, This is the Key to the Success of Luis Milla Can Win the Bronze SEA Games 2017 http://ift.tt/2gnBQBj",SEA Games,"Sempat Tertinggal di Babak Pertama, Ini Kunci Kesuksesan Luis Milla Bisa Raih Perunggu SEA Games 2017 http://ift.tt/2gnBQBj",SEA Games
99,99,99,neutral,"Hamdalah, Riau Taekwondoin Donates Gold at the 2017 SEA Games | News 24 Indonesia http://fb.me/1dE7QiaSA",SEA Games,"Hamdalah, Taekwondoin Asal Riau Sumbang Emas di SEA Games 2017 | Berita 24 Indonesia http://fb.me/1dE7QiaSA",SEA Games
100,100,100,neutral,Malaysia Goalkeeper Blunder For Thailand to Win SEA Games Gold http://fb.me/1q9K2sWiG,SEA Games,Blunder Kiper Malaysia Buat Thailand Raih Emas SEA Games http://fb.me/1q9K2sWiG,SEA Games
101,101,101,neutral,"Hamdalah, Riau Taekwondoin Donates Gold at the 2017 SEA Games http://www.jpnn.com/news/hamdalahtaekwondoin-asal-riau-sumbang-emas-di-sea-games-2017",SEA Games,"Hamdalah, Taekwondoin Asal Riau Sumbang Emas di SEA Games 2017 http://www.jpnn.com/news/hamdalahtaekwondoin-asal-riau-sumbang-emas-di-sea-games-2017",SEA Games
102,102,102,neutral,"okezonenews Got Left Behind in the First Round, This is the Key to the Success of Luis Milla Can Win the Bronze SEA Games 2017 https://twitter.com/i/web/status/902658432221691904",SEA Games,"okezonenews Sempat Tertinggal di Babak Pertama, Ini Kunci Kesuksesan Luis Milla Bisa Raih Perunggu SEA Games 2017 https://twitter.com/i/web/status/902658432221691904",SEA Games
103,103,103,neutral,"okezonenews Only won 2 gold, the first time Indonesia failed to win the General in SEA Games Badminton Sports https://twitter.com/i/web/status/902655902523711488",SEA Games,"okezonenews Hanya Raih 2 Emas, Pertama Kalinya Indonesia Gagal Juara Umum di Cabor Bulu Tangkis SEA Games  https://twitter.com/i/web/status/902655902523711488",SEA Games
104,104,104,neutral,"09 okezonenews Left Behind in the First Round, This is the Key to the Success of Luis Milla Can Win the Bronze SEA Games 20 https://twitter.com/i/web/status/902658432221691904",SEA Games,"09 okezonenews Sempat Tertinggal di Babak Pertama, Ini Kunci Kesuksesan Luis Milla Bisa Raih Perunggu SEA Games 20 https://twitter.com/i/web/status/902658432221691904",SEA Games
105,105,105,neutral,"Hamdalah, Riau Taekwondoin Donates Gold at the SEA Games 2017 # SEAGames2017 http://jpnn.com/news/hamdalah-aekwondoin-asal-riau-sumbang-emas-di-sea-games-2017",SEA Games,"Hamdalah, Taekwondoin Asal Riau Sumbang Emas di SEA Games 2017 #SEAGames2017 http://jpnn.com/news/hamdalah-aekwondoin-asal-riau-sumbang-emas-di-sea-games-2017",SEA Games
106,106,106,neutral,Flashback of the Indonesian National Team&#39;s Long Way to Win Bronze at Sea Games 2017 (Slide Show): http://youtu.be/Fm6CDZ0JEFA?a via @YouTube,Sea Games,Kilas Balik Jalan Panjang Timnas Indonesia Meraih Perunggu di Sea Games 2017 (Slide Show): http://youtu.be/Fm6CDZ0JEFA?a melalui @YouTube,Sea Games
107,107,107,neutral,Son and Daughter Cricket Team Contribute Medals at SEA Games 2017 https://goo.gl/fb/jRSk2s,SEA Games,Tim Cricket Putra dan Putri Sumbang Medali di SEA Games 2017 https://goo.gl/fb/jRSk2s,SEA Games
108,108,108,neutral,"When Indonesia collapsed, Malaysia won with 140 gold, make sure the SEA Games overall champion https://goo.gl/fb/RDd3ec",SEA Games,"Saat Indonesia terpuruk, Malaysia berjaya dengan 140 emas, pastikan juara umum SEA Games https://goo.gl/fb/RDd3ec",SEA Games
109,109,109,neutral,Jonatan Christie Gondol Gold Men&#39;s Singles SEA Games 2017 http://bolabanget.id/teaser/765912/jonatan-christie-gondol-emas-tunggal-putra-sea-games-2017 http://pic.twitter.com/c5J5pY1Gps,SEA Games,Jonatan Christie Gondol Emas Tunggal Putra SEA Games 2017 http://bolabanget.id/teaser/765912/jonatan-christie-gondol-emas-tunggal-putra-sea-games-2017  http://pic.twitter.com/c5J5pY1Gps,SEA Games
110,110,110,neutral,"Only won 2 gold, the first time Indonesia failed to win the General in SEA Games Badminton Sports https://twitter.com/i/web/status/902655902523711488",SEA Games,"Hanya Raih 2 Emas, Pertama Kalinya Indonesia Gagal Juara Umum di Cabor Bulu Tangkis SEA Games  https://twitter.com/i/web/status/902655902523711488",SEA Games
111,111,111,neutral,Give support in an exciting and creative way for the Indonesian team that competes at the Sea Games 2017! #GempitaSeaGames #IndonesiaJara http://pic.twitter.com/huqoUk5sca,Sea Games,Berikan dukungan dengan cara yang seru dan kreatif untuk tim Indonesia yang bertanding di Sea Games 2017! #GempitaSeaGames #IndonesiaJuara http://pic.twitter.com/huqoUk5sca,Sea Games
112,112,112,neutral,"Indonesian Athletes Collapsed at SEA Games Due to Previous Government, Jokowi Brigade: SBY http://suaranasional.com/2017/08/30/atlet-indonesia-terpuruk-di-sea-games-akibat-pemerintah-sebahulu-brigade-jokowi- sby-must-apologize / http://pic.twitter.com/pWRcN8iUHi",SEA Games,"Atlet Indonesia Terpuruk di SEA Games Akibat Pemerintah Sebelumnya, Brigade Jokowi: SBY http://suaranasional.com/2017/08/30/atlet-indonesia-terpuruk-di-sea-games-akibat-pemerintah-sebelumnya-brigade-jokowi-sby-harus-minta-maaf/  http://pic.twitter.com/pWRcN8iUHi",SEA Games
113,113,113,neutral,Failure at the SEA Games and the Future of the U-23 National Team - http://FIRMANSTEA.COM https://wp.me/p8UejF-2Sj,SEA Games,Kegagalan di SEA Games dan Masa Depan Timnas U-23 - http://FIRMANSTEA.COM https://wp.me/p8UejF-2Sj,SEA Games
114,114,114,neutral,"09 okezonenews Only Won 2 Gold, Indonesia First Failed General Champion in SEA Games Badminton Sports https://twitter.com/i/web/status/902655902523711488",SEA Games,"09 okezonenews Hanya Raih 2 Emas, Pertama Kalinya Indonesia Gagal Juara Umum di Cabor Bulu Tangkis SEA Games  https://twitter.com/i/web/status/902655902523711488",SEA Games
115,115,115,neutral,"Becoming a resistance in the middle, the final of my sea games soccer 2017 I decided no one.",sea games,"Jadi perlawanan smlm, final bola sepak aku sea games 2017 aku decide tk nak tgok.",sea games
116,116,116,neutral,"6 Bad services for the 2017 SEA Games Malaysia, Indonesia is also a victim http://ouo.io/lBtqlu http://pic.twitter.com/WriMC83Tx5",SEA Games,"6 Pelayanan buruk SEA Games 2017 Malaysia, Indonesia juga jadi korban http://ouo.io/lBtqlu http://pic.twitter.com/WriMC83Tx5",SEA Games
117,117,117,neutral,"Get a little gold in sea games, but it will get a lot of money later on the internet",sea games,"Dapet emas sedikit di sea games , tapi kayanya bakalan dapet banyak nih di freeport wkwk",sea games
118,118,118,neutral,INDONESIA TEXT MYANMAR 3-1 SEA GAMES 2017 !! INDONESIA REBUT MEDALI PERUNGGU http://fb.me/6BV5fbpB3,SEA GAMES,INDONESIA TEKUK MYANMAR 3-1 SEA GAMES 2017!! INDONESIA REBUT MEDALI PERUNGGU http://fb.me/6BV5fbpB3,SEA GAMES
119,119,119,neutral,"Can you play Sea games Kali ni future that can remove Azam Azih&#39;s senior squad, Adam Azlin, Daniel Asyraf",Sea games,"boleh tgk Sea games Kali ni future yg boleh gntikan squad senior mcm Azam Azih,Adam Azlin,Daniel Asyraf",Sea games
120,120,120,neutral,"10 seconds Target in SEA Games 2017 Not Achieved, Menpora Sorry http://detik.id/V5Vie3 http://pic.twitter.com/PDBl3MT928",SEA Games,"10 detikcom Target di SEA Games 2017 Tak Tercapai, Menpora Minta Maaf http://detik.id/V5Vie3 http://pic.twitter.com/PDBl3MT928",SEA Games
121,121,121,neutral,Indonesia Successfully Beat Myanmar 3-1 and Seize Back Rallies in the Sea Games 2017: http://youtu.be/4kpS0e5YxHQ?a via @YouTube,Sea Games,Indonesia Sukses Hajar Myanmar 3-1 Sekaligus Rebut Mendali Perunggung Diajang Sea Games 2017: http://youtu.be/4kpS0e5YxHQ?a melalui @YouTube,Sea Games
122,122,122,neutral,"Serene in the 2017 SEA Games Final, Jonatan Christie Praised by the Coach http://dlvr.it/PjV9v0",SEA Games,"Tampil Tenang di Final SEA Games 2017, Jonatan Christie Dipuji sang Pelatih http://dlvr.it/PjV9v0",SEA Games
123,123,123,neutral,"Acquisition of SEA Games Medals, Indonesia Confirmed at the Top 5 http://dlvr.it/PjV9fs #netralnews http://pic.twitter.com/XBu5s24FsD",SEA Games,"Perolehan Medali SEA Games , Indonesia Dipastikan Duduki 5 Besar http://dlvr.it/PjV9fs #netralnews http://pic.twitter.com/XBu5s24FsD",SEA Games
124,124,124,positive,"Move on article game #MASvsTHA what is the cost, League of Malaysia is a young talent, how many sea games can you play for free?",sea games,"Move on pasal game #MASvsTHA apa yg ak tgk,lps ni Liga Malaysia utamakn bakat muda,dah boleh tgk sea games berapa bnyk player brbakat",sea games
125,125,125,neutral,"AFP: Target in SEA Games 2017 Not Reached, Menpora Apologize http://detik.id/V5Vie3 http://pic.twitter.com/LN7ZbDn6Kh",SEA Games,"detikcom: Target di SEA Games 2017 Tak Tercapai, Menpora Minta Maaf http://detik.id/V5Vie3 http://pic.twitter.com/LN7ZbDn6Kh",SEA Games
126,126,126,negative,Patient. Emang Sea Games this time has been violated and monopolized by Malaysia.,Sea Games,Sabar. Emang Sea Games kali ini udah di zolimi & dimonopoli Malaysia.,Sea Games
127,127,127,neutral,"RT detikcom &quot;The target at the 2017 SEA Games is not reached, Menpora apologizes http://detik.id/V5Vie3 http://pic.twitter.com/P7GTm6cYqM&quot;",SEA Games,"RT detikcom ""Target di SEA Games 2017 Tak Tercapai, Menpora Minta Maaf http://detik.id/V5Vie3 http://pic.twitter.com/P7GTm6cYqM """,SEA Games
128,128,128,neutral,"Add 6 Gold Medals, Indonesia Remains at 5th SEA Games Rank: MALANGTODAY https://goo.gl/fb/VDcqsY #kabarmalang",SEA Games,"Tambah 6 Medali Emas, Indonesia Tetap di Peringkat ke-5 SEA Games : MALANGTODAY https://goo.gl/fb/VDcqsY #kabarmalang",SEA Games
129,129,129,neutral,"Win Gold in the 2017 SEA Games, Coach: Jonatan Passed the Exam http://dlvr.it/PjV4C4 http://pic.twitter.com/vfaUgd3iIR",SEA Games,"Raih Emas di SEA Games 2017, Pelatih: Jonatan Sudah Lulus Ujian http://dlvr.it/PjV4C4 http://pic.twitter.com/vfaUgd3iIR",SEA Games
130,130,130,neutral,Menpora Apologizes for Failing to Achieve Targets at the 2017 SEA Games https://tribunqq.wordpress.com/2017/08/29/menpora-minta-maaf-karena-gagal-mencapai-target-di-sea-games-2017/ http : //pic.twitter.com/8AdoVAzRVo,SEA Games,Menpora Minta Maaf Karena Gagal Mencapai Target di SEA Games 2017 https://tribunqq.wordpress.com/2017/08/29/menpora-minta-maaf-karena-gagal-mencapai-target-di-sea-games-2017/  http://pic.twitter.com/8AdoVAzRVo,SEA Games
131,131,131,positive,"Bored of crazy slaves who are oriented at sea games when it&#39;s crazy !! Org, why don&#39;t you go to cultural night ?????? Hahahahaha blerghhhhh",sea games,Bosan gila budak2 yg orientasi waktu sea games ni kesian gila!!!! Org tgk bola korg tgk malam kebudayaan?????? Hahahahaha blerghhhhh,sea games
132,132,132,neutral,"okezonenews Wins Gold at the 2017 SEA Games, Coach: Jonatan Has Passed the Exam http://okz.me/CYsY9 http://pic.twitter.com/0bqoINVzub",SEA Games,"okezonenews Raih Emas di SEA Games 2017, Pelatih: Jonatan Sudah Lulus Ujian http://okz.me/CYsY9 http://pic.twitter.com/0bqoINVzub",SEA Games
133,133,133,neutral,"okezonenews Ends with Bronze at the 2017 SEA Games, Luis Milla Say Thank You to Supporters http://pic.twitter.com/QwBD1rG9Pm",SEA Games,"okezonenews Berakhir dengan Perunggu di SEA Games 2017, Luis Milla Ucapkan Terima Kasih kepada Suporter  http://pic.twitter.com/QwBD1rG9Pm",SEA Games
134,134,134,neutral,"okezonenews Calm in the 2017 SEA Games Final, Jonatan Christie Praised by the Coach http://okz.me/CYsYV http://pic.twitter.com/HKMqvrTe5f",SEA Games,"okezonenews Tampil Tenang di Final SEA Games 2017, Jonatan Christie Dipuji sang Pelatih http://okz.me/CYsYV http://pic.twitter.com/HKMqvrTe5f",SEA Games
135,135,135,neutral,"11 antaranews 2017 SEA Games - Medal, Indonesia ranks fifth http://antaranews.com/649671",SEA Games,"11 antaranews SEA Games 2017 - Perolehan medali, Indonesia urutan lima http://antaranews.com/649671",SEA Games
136,136,136,neutral,11 antaranews SEA Games 2017 - Tontowi / Liliyana hope the achievement of junior runners http://antaranews.com/649670,SEA Games,11 antaranews SEA Games 2017 - Tontowi/Liliyana harap pencapaiannya pacu junior http://antaranews.com/649670,SEA Games
137,137,137,neutral,"@null Target in 2017 SEA Games Not Achieved, Menpora Apologize http://sport.detik.com/read/2017/08/30/043658/3620851/82/target-di-sea-games-2017-tak-tercapai -menpora-sorry",SEA Games,"@null Target di SEA Games 2017 Tak Tercapai, Menpora Minta Maaf http://sport.detik.com/read/2017/08/30/043658/3620851/82/target-di-sea-games-2017-tak-tercapai-menpora-minta-maaf",SEA Games
138,138,138,neutral,List of SEA Games Medal Achievements Tuesday (29/8) https://goo.gl/fb/nC14Bk,SEA Games,Daftar Perolehan Medali SEA Games Selasa (29/8) https://goo.gl/fb/nC14Bk,SEA Games
139,139,139,neutral,"Pecundangi Malaysia, Thailand Champion SEA Games Soccer Sports 2017 - http://m.detik.com/sepakbola/liga-indonesia/d-3620790/pecundangi-malaysia-thailand-juara-cabor-sepakbola-sea-games-2017",SEA Games,"Pecundangi Malaysia, Thailand Juara Cabor Sepakbola SEA Games 2017 - http://m.detik.com/sepakbola/liga-indonesia/d-3620790/pecundangi-malaysia-thailand-juara-cabor-sepakbola-sea-games-2017",SEA Games
140,140,140,neutral,"really, the time is just broadcasting the ball, even though sea games are not football",sea games,"bener, masa sctv cuma nyiarin bola doang, padahal sea games bukan sepak bola doang",sea games
141,141,141,neutral,#Trending the White Elephant Country to Win the 2017 SEA Games Football http://ebx.sh/2vGYnLq,SEA Games,#Trending Negeri Gajah Putih Juarai Sepak Bola SEA Games 2017 http://ebx.sh/2vGYnLq,SEA Games
142,142,142,neutral,"09 okezonenews Wins Gold at the 2017 SEA Games, Coach: Jonatan Has Passed the Exam http://okz.me/CYsY9 http://pic.twitter.com/cZGzDimOUE",SEA Games,"09 okezonenews Raih Emas di SEA Games 2017, Pelatih: Jonatan Sudah Lulus Ujian http://okz.me/CYsY9 http://pic.twitter.com/cZGzDimOUE",SEA Games
143,143,143,neutral,List of Indonesian U-22 national team achievements at SEA Games: Bronze K-4 http://www.wapdetik.com/sport/daftar-prestasi-timnas-indonesia-u-22-di-sea-games/ http:// pic. twitter.com/V2wpeeIHqS,SEA Games,Daftar Prestasi Timnas Indonesia U-22 di SEA Games : PerungguKe-4 http://www.wapdetik.com/sport/daftar-prestasi-timnas-indonesia-u-22-di-sea-games/  http://pic.twitter.com/V2wpeeIHqS,SEA Games
144,144,144,neutral,"Indonesia loses at 2017 SEA Games, Menpora asks forgiveness http://www.wapdetik.com/sport/indonesia-kalah-di-sea-games-2017-menpora-minta-m/ http://pic.twitter.com/SNGJQP5GEC",SEA Games,"Indonesia Kalah di SEA Games 2017, Menpora MintaMaaf http://www.wapdetik.com/sport/indonesia-kalah-di-sea-games-2017-menpora-minta-m/  http://pic.twitter.com/SNGJQP5GEC",SEA Games
145,145,145,neutral,VERY !! Rezaldi Hehanusa scored an angled goal that was difficult to reach for the Myanmar Goalkeeper - Sea Games 2017: http://youtu.be/od46YF8F3co?a via,Sea Games,SANGAR !! Rezaldi Hehanusa Mencetak Gol Kesudut yang Susah Dijangkau Kiper Myanmar - Sea Games 2017: http://youtu.be/od46YF8F3co?a via,Sea Games
146,146,146,neutral,This is the List of Market Value for Indonesian National Team Players who Performed at the 2017 SEA Games http://tz.ucweb.com/8_2uxbS,SEA Games,Ini Daftar Market Value Para Pemain Timnas Indonesia yang Tampil di SEA Games 2017 http://tz.ucweb.com/8_2uxbS,SEA Games
147,147,147,neutral,"Add 6 Gold Medals, Indonesia Remains in 5th Rank SEA Games http://dlvr.it/PjTr7x #Sports #indonesia #SEA_Games #sea_games _2017",SEA Games,"Tambah 6 Medali Emas, Indonesia Tetap di Peringkat ke-5 SEA Games http://dlvr.it/PjTr7x #Olahraga #indonesia #SEA_Games #sea_games _2017",SEA Games
148,148,148,neutral,"Calm in the 2017 SEA Games Final, Jonatan Christie Praised the Coach - https://mediariau.com/tampil-tenang-di-final-sea-games-2017-jonatan-christie-dipuji-sang-pelatih/ http:// pic.twitter.com/En7KyqsMMk",SEA Games,"Tampil Tenang di Final SEA Games 2017, Jonatan Christie Dipuji sang Pelatih - https://mediariau.com/tampil-tenang-di-final-sea-games-2017-jonatan-christie-dipuji-sang-pelatih/  http://pic.twitter.com/En7KyqsMMk",SEA Games
149,149,149,neutral,"#News #Sports | 2017 SEA Games - Medal acquisition, Indonesia ranks fifth: Host https://goo.gl/fb/i8rZy2",SEA Games,"#Berita #Olahraga | SEA Games 2017 - Perolehan medali, Indonesia urutan lima: Tuan rumah https://goo.gl/fb/i8rZy2",SEA Games
