text,target,label,start,end
"Mad About prize s: DBS Dine & Win w/ very spin : Olympus Digital Cameras , S $ 88 cash prizes , holiday for 2 to Hong Kong http://ow.ly/102Xy",Olympus,neutral,12,13
"Anti-riot guard , security forces & plain cloths had large presence in AN's Mashhad speech . #iranelection",AN's,neutral,12,13
"Anti-riot guard , security forces & plain cloths had large presence in AN's Mashhad speech . #iranelection",Mashhad,neutral,13,14
Just saw this on Amazon : 'Canon EOS Rebel T1i 15.1 MP CMOS Digital SLR Camera with 3-Inch LCD ... ' by Canon for $ 749.99 http://amzn.to/9I2aEY,Amazon,neutral,4,5
Just saw this on Amazon : 'Canon EOS Rebel T1i 15.1 MP CMOS Digital SLR Camera with 3-Inch LCD ... ' by Canon for $ 749.99 http://amzn.to/9I2aEY,'Canon,neutral,6,7
Just saw this on Amazon : 'Canon EOS Rebel T1i 15.1 MP CMOS Digital SLR Camera with 3-Inch LCD ... ' by Canon for $ 749.99 http://amzn.to/9I2aEY,Canon,positive,22,23
New s: Animation â?? Building a Formula 1 Car | Internet 9 Blog's http://bit.ly/dblp5M,Internet 9 Blog's,neutral,10,13
The Kite Runner : A Source of Provocation and Mischievousness Article writen by : Haron Khpal http://larawbar.org/details.php?id=25995,Haron Khpal,neutral,14,16
I would love shots like these . Hint Hint . by Julian Beattie http://t.co/16g9wcOB,Julian Beattie,neutral,11,13
"One Bejeweled game is sold 'every four seconds' | iPhone 4 ... : Facebook Blitz . PopCap's Facebook version , Bejewel ... http://bit.ly/c90e9d",Facebook,neutral,13,14
"One Bejeweled game is sold 'every four seconds' | iPhone 4 ... : Facebook Blitz . PopCap's Facebook version , Bejewel ... http://bit.ly/c90e9d",Facebook,neutral,17,18
proposed #Amazon law in Indiana for collection of sales # tax ; may rebut presumption of substantial # nexus . http://t.co/UHVcAjCvâ??,nexus,neutral,18,19
Singapore Airshow opens tomorrow . http://t.co/IXSFykZD Attend UKTI's networking session from 3 - 5pm !,UKTI's,neutral,7,8
"Budget 2012 : GlaxoSmithKline to invest Â£500m in UK and create 1 , 000 jobs after .. http://t.co/lnwVuOYb ( via @BusinessNewz )",GlaxoSmithKline,neutral,3,4
"Orange to Offer Visa Mobile Prepaid Accounts to Orange Money Customers in ... : Visa Mobile Prepaid , a new Visa p ... http://t.co/M6JqqPV1",Orange,neutral,0,1
"Orange to Offer Visa Mobile Prepaid Accounts to Orange Money Customers in ... : Visa Mobile Prepaid , a new Visa p ... http://t.co/M6JqqPV1",Visa,neutral,3,4
"Orange to Offer Visa Mobile Prepaid Accounts to Orange Money Customers in ... : Visa Mobile Prepaid , a new Visa p ... http://t.co/M6JqqPV1",Orange Money,neutral,8,10
"Orange to Offer Visa Mobile Prepaid Accounts to Orange Money Customers in ... : Visa Mobile Prepaid , a new Visa p ... http://t.co/M6JqqPV1",Visa,neutral,14,15
"Orange to Offer Visa Mobile Prepaid Accounts to Orange Money Customers in ... : Visa Mobile Prepaid , a new Visa p ... http://t.co/M6JqqPV1",Visa,neutral,20,21
@AJEnglish that`s nice to hear i hope the next strike kill gaddafi this syhco,gaddafi,negative,11,12
Lifting Burden s: The Atonement of Jesus Christ http://ff.im/-aipE1,Jesus Christ,neutral,6,8
#FF @assadjo for his passion to give .,@assadjo,neutral,1,2
"I posted 21 photos on Facebook in the album ""Success with Technology"" http://t.co/eHX7wite",Facebook,neutral,5,6
@VetriMaaran Whether your next movie is with simbhu ?,@VetriMaaran,neutral,0,1
@VetriMaaran Whether your next movie is with simbhu ?,simbhu,neutral,7,8
@camanpour Syrian army fires on its people unarmed and sleeping . Its OWN people . UNARMED . SLEEPING . Please spread the word ! RT #Syria,Syrian army,negative,1,3
Bill Walsh interviews LuAn Mitchell and Terri Tibbs this Sunday on the Rainmaker Show . http://t.co/W6WknUd5 via @billwalsh360,Bill Walsh,neutral,0,2
Bill Walsh interviews LuAn Mitchell and Terri Tibbs this Sunday on the Rainmaker Show . http://t.co/W6WknUd5 via @billwalsh360,LuAn Mitchell,neutral,3,5
Bill Walsh interviews LuAn Mitchell and Terri Tibbs this Sunday on the Rainmaker Show . http://t.co/W6WknUd5 via @billwalsh360,Terri Tibbs,neutral,6,8
"@andersoncooper Please RT : Rally for # Syria , # Libya , #Yemen this Friday April 22 at the UN 47th St and 1st Ave in NYC at 4 PM Ã¢Â?Â?",@andersoncooper,neutral,0,1
"@andersoncooper Please RT : Rally for # Syria , # Libya , #Yemen this Friday April 22 at the UN 47th St and 1st Ave in NYC at 4 PM Ã¢Â?Â?",UN,neutral,19,20
"I posted 3 photos on Facebook in the album ""December 12 , 2011"" http://t.co/9tRdybq1",Facebook,neutral,5,6
Spider Attack - National Geographic Photo Contest 2011 - National Geographic http://t.co/8mxxEtEh via @NatGeo,National Geographic,neutral,3,5
Spider Attack - National Geographic Photo Contest 2011 - National Geographic http://t.co/8mxxEtEh via @NatGeo,National Geographic,neutral,9,11
Rory McIlroy opens up about Masters meltdown http://t.co/N2tQkm2d,Rory McIlroy,neutral,0,2
Rory McIlroy opens up about Masters meltdown http://t.co/N2tQkm2d,Masters,neutral,5,6
Get twitter followers by listing yourself on http://viralfollowers.net,twitter,neutral,1,2
"DON'T SUPPORT OCEANARIUM IN RWS . DOLPHINS DONT BELONG IN A CIRCUS , THEY SHOULD BE RETURN TO THEIR NATURAL HABITAT ..",OCEANARIUM,negative,2,3
"Julia â?¥ 's Misha ""Do not be afraid of difficulties , go forward to your dream and it will come true ! "" # Video : http://t.co/dLvBv5Me",Julia,neutral,0,1
"Julia â?¥ 's Misha ""Do not be afraid of difficulties , go forward to your dream and it will come true ! "" # Video : http://t.co/dLvBv5Me",Misha,positive,3,4
Groups of friends key to changing health behaviors | Reuters http://t.co/CR5OT5O7 via @reuters,Reuters,neutral,9,10
Eva sound extra glad to have a paying gig . She stressing every consonant and vowel in the sentence . #HairBattleSpectacular,Eva,positive,0,1
@gpradeesh @thirumarant @Rajarath @RajanLeaks any recommendation for Andriod application ? suggestion for tamil twitter software .,Andriod,neutral,7,8
@gpradeesh @thirumarant @Rajarath @RajanLeaks any recommendation for Andriod application ? suggestion for tamil twitter software .,twitter,neutral,13,14
"David Lee Roth to Reunite With Van Halen ! : The band announces a brand-new tour with its original frontman , with ... http://t.co/tXXNel7G",David Lee Roth,positive,0,3
"Marble Homes Hua Hin Thailand , 100 % finance , no deposit www.search-realestate-thailand.com new property best buy !",Marble Homes,neutral,0,2
"Englewood Beach and Yacht Club - $ 1 , 899 http://t.co/s9cIe1Qr",Englewood Beach and Yacht Club,neutral,0,5
I posted a new photo to Facebook http://t.co/NbOPYNwy,Facebook,neutral,6,7
@andersoncooper please help Syria !!! We need you !!,@andersoncooper,positive,0,1
@HBSAlumni YESMENA http://t.co/sB2R7eYL - a social enterprise initiative for MSMEs in the MENA region,YESMENA,neutral,1,2
@HBSAlumni YESMENA http://t.co/sB2R7eYL - a social enterprise initiative for MSMEs in the MENA region,MSMEs,neutral,9,10
Barcelona's Pep Guardiola : I have not decided yet if Lionel Messi will play against Zaragoza http://t.co/Cw76oazF,Pep Guardiola,neutral,1,3
Barcelona's Pep Guardiola : I have not decided yet if Lionel Messi will play against Zaragoza http://t.co/Cw76oazF,Lionel Messi,neutral,10,12
Barcelona's Pep Guardiola : I have not decided yet if Lionel Messi will play against Zaragoza http://t.co/Cw76oazF,Zaragoza,neutral,15,16
"Don't let Sakineh Ashtiani be put to death , sign the petition to save her here : http://freesakineh.org/",Sakineh Ashtiani,positive,2,4
Pregnancy discrimination latest tren d: THE Manitoba Human Rights Commission says complaints based on p ... http://t.co/UOOYLc3l pregnancy,Manitoba Human Rights Commission,neutral,6,10
"Lindsey , I look forward to your October 17 show in Anaheim !",Lindsey,positive,0,1
@Najib_Mikati : Bixi in Montreal is the reference in the matter . They do consultancies in tens of cities in order to implement this concept .,Bixi,neutral,2,3
Check out this facebook page ! http://t.co/oXYBisVg via @AddThis,facebook,neutral,3,4
"Uhm , Paul Allen is not Microsoft , nor is this company owned fully or partially by Microsoft . http://bit.ly/caLQst",Paul Allen,neutral,2,4
"Uhm , Paul Allen is not Microsoft , nor is this company owned fully or partially by Microsoft . http://bit.ly/caLQst",Microsoft,neutral,6,7
Missing energy exec found dead in New Orlean s: HOUSTON ( Reuters ) - A senior executive with an Atlanta-based energy ... http://bit.ly/cZ3gDe,Reuters,neutral,11,12
The @ZAGGdaily iPad-a-day Giveaway is back ! Each day is a new chance to win an iPad 2 - http://t.co/KcZy33vD,@ZAGGdaily,neutral,1,2
"@ShellyLynott If you could review it on Amazon , then I could owe you one .",Amazon,neutral,7,8
@syrianforchange RT Rally For #Syria NOW by the UN 1st and 47th !!! Come support and bring your friends !!! RT,UN,neutral,8,9
Mint Announces Third Quarterly Results and Market Guidance ... http : //p.gs/1vvo6,Mint,neutral,0,1
"#SME2011ME sold GoNabit for shareholders , investors and staff as they were looking for growth capital",GoNabit,neutral,2,3
@Sheeborshee Baha Men - Who Let The Dogs Out,Baha Men,neutral,1,3
"@jeffrae I'm a Lawyer at the Legal Aid Society . I practice in the Bronx , but I'll seek permission to represent you in NY County if you need",Legal Aid Society,neutral,6,9
Check out my personal newspaper on The Tweeted Times http://t.co/uhQ61nh,The Tweeted Times,neutral,6,9
Yelp shares surge 63 percent in stock market debut : By BARBARA ORTUTAY AP Technology Writer Yelp's stock opened ... http://t.co/ktxUltff,BARBARA ORTUTAY,neutral,11,13
"What the .. ? !! I pulled up iTunes and instead of music & playlists , looks like a new program ? Reloading 140 gigs of media ... stupid Apple",iTunes,negative,8,9
Threadless Falls In With The Gap - Chicagoist http://t.co/euEnOtDS,Threadless,neutral,0,1
Threadless Falls In With The Gap - Chicagoist http://t.co/euEnOtDS,The Gap,neutral,4,6
Threadless Falls In With The Gap - Chicagoist http://t.co/euEnOtDS,Chicagoist,neutral,7,8
"I liked a @YouTube video http://t.co/CCn9fUC ""L'instant"" avec Astrid BergÃ¨s Frisbey",@YouTube,positive,3,4
"#Ranji Trophy Semifinal 2 , Day 2 - Haryana 15/2 & 97 vs . Rajasthan 192 & 89 . Haryana need 170 runs to win",Haryana,neutral,8,9
"#Ranji Trophy Semifinal 2 , Day 2 - Haryana 15/2 & 97 vs . Rajasthan 192 & 89 . Haryana need 170 runs to win",Rajasthan,neutral,14,15
@andersoncooper Syrian army fires on its people unarmed and sleeping . Its OWN people . UNARMED . SLEEPING . Please spread the word ! RT #Syria,Syrian army,negative,1,3
"@Home with Mosab , ZoZ , Zoz Jalal , and Amrico playing II Black Ops II .... Photo @ Fountain Park Apartments http://gowal.la/p/bXk5",Mosab,neutral,2,3
"@Home with Mosab , ZoZ , Zoz Jalal , and Amrico playing II Black Ops II .... Photo @ Fountain Park Apartments http://gowal.la/p/bXk5",ZoZ,neutral,4,5
"@Home with Mosab , ZoZ , Zoz Jalal , and Amrico playing II Black Ops II .... Photo @ Fountain Park Apartments http://gowal.la/p/bXk5",Zoz Jalal,neutral,6,8
"@Home with Mosab , ZoZ , Zoz Jalal , and Amrico playing II Black Ops II .... Photo @ Fountain Park Apartments http://gowal.la/p/bXk5",Amrico,neutral,10,11
new england tunershops Page 2 Subaru Impreza WRX STI Forums IWSTIcom : XX Tuning is old and now lame if they are ... http://t.co/PzYONZxf,new england,neutral,0,2
new england tunershops Page 2 Subaru Impreza WRX STI Forums IWSTIcom : XX Tuning is old and now lame if they are ... http://t.co/PzYONZxf,Subaru,neutral,5,6
new england tunershops Page 2 Subaru Impreza WRX STI Forums IWSTIcom : XX Tuning is old and now lame if they are ... http://t.co/PzYONZxf,IWSTIcom,neutral,10,11
MetLife Dental Insurance Review : Participants of MetLife Dental Insurance plans receive benefits through a netwo ... http://t.co/eyUHuNj,MetLife,neutral,7,8
Apple wins iPad dispute in China http://t.co/lm56Hn8j,Apple,neutral,0,1
"#RT Adam Nathu : founder of Â£125 , 000 members club Barradoro http://t.co/byPBaB6 via @barradoro",Adam Nathu,neutral,1,3
"#RT Adam Nathu : founder of Â£125 , 000 members club Barradoro http://t.co/byPBaB6 via @barradoro",Barradoro,neutral,11,12
"Compaq S1922 18.5"" Widescreen LCD Monitor - $ 99.99 - With the HP S1922 19"" Class Widescreen LCD Monitor you can enjo ... http://ow.ly/19sTJG",Compaq,positive,0,1
"Compaq S1922 18.5"" Widescreen LCD Monitor - $ 99.99 - With the HP S1922 19"" Class Widescreen LCD Monitor you can enjo ... http://ow.ly/19sTJG",HP,positive,12,13
All this time I thought I was too old to understand this new trend RT @GhadahR : What's with this new trend ? ! #Gaga #Rihanna,#Gaga,neutral,24,25
"Gigabyte's T1006 at the FCC , flaunts some convertible Cedar Trail style http://t.co/HreqtKWb",FCC,neutral,4,5
Nw we kw that millions have 2 sleep over @ Tahrir 4 the attorney general 2 realize the gov't is mostly made up of gangs .. simple â?¹,attorney general,negative,13,15
Nw we kw that millions have 2 sleep over @ Tahrir 4 the attorney general 2 realize the gov't is mostly made up of gangs .. simple â?¹,gov't,negative,18,19
""" @ TheSingleWoman : Feel the pain when u have a loss . Feel the joy when u triumph . Then let go & continue to grow . Melody Beattie # TheSW"" #fb",Melody Beattie,positive,28,30
I just joined LinkedIn and created my professional profile . Join my network . http://t.co/biZqgjAb #in,LinkedIn,neutral,3,4
Oil and the economy : The 2011 oil shock | The Economist - http://econ.st/edJDel via @TheEconomist,The Economist,neutral,10,12
We will release the grand prize winner later this week ! Stay tune !!!,grand prize winner,neutral,4,7
HELP to save historical name of PERSIAN GULF | causes.com http://t.co/NIQlEzr via @causes,causes.com,neutral,9,10
Vintage Angel connected to a mauve color by UnicoleImpressions http://t.co/FWB7ytUW via @Etsy new items added every day check it out,UnicoleImpressions,neutral,8,9
@MacRumors A typo in the tweet about Opera .,Opera,neutral,7,8
â?? @ REITriState : Only 1 more week until REI Soho's Grand Opening ! â?? @cmxco,REI,positive,9,10
"SafariAfrika 2Africa , committed to making safaris to East Afrika affordable to international clients , as well as ... : http://t.co/7tFdzYst",SafariAfrika 2Africa,positive,0,2
Lawsuit alleges 'sexually hostile' workplace - Charlotte Observer http://t.co/gZCMuUj5,Charlotte Observer,neutral,6,8
@barsheba Get a free $ 250 Whole Foods gift card ! Enter your zipcode to check availability http://bit.ly/dwUQsS & lt ; -- visit pls,Whole Foods,neutral,6,8
Garden club news - Bucyrus Telegraph Forum http://t.co/QSRgThCh,Garden club,neutral,0,2
Garden club news - Bucyrus Telegraph Forum http://t.co/QSRgThCh,Bucyrus Telegraph,neutral,4,6
SA made G Kristen as coach . They actually misread Ind WC victory . Can some one pls tell them they need MSD to win ? #MSD #kristen,G Kristen,negative,2,4
#Bahrain's Amb to KSA & the President of Saudi Commission for Tourism discusses the cooperation between the 2 countries http://t.co/XqANGAlW,Amb,neutral,1,2
#Bahrain's Amb to KSA & the President of Saudi Commission for Tourism discusses the cooperation between the 2 countries http://t.co/XqANGAlW,KSA,neutral,3,4
"Lenny Kravitz , Stillness of Heart http://t.co/kyFZQKWq vÃ?Â­a @youtube",Lenny Kravitz,neutral,0,2
Sazegara's website is hacked . For today's program go to http://youtu.be/lgm_9CO21Jw #iranelection,Sazegara's,neutral,0,1
See one of the best . 50-60 auctions per year with a 95 % clearance rate - The Real Estate Panel http://t.co/RDXwlclp,The Real Estate Panel,neutral,17,21
I liked a @YouTube video http://t.co/iOFSUc4C One Direction and JLS interview on The Xtra Factor,One Direction,positive,6,8
I liked a @YouTube video http://t.co/iOFSUc4C One Direction and JLS interview on The Xtra Factor,JLS,neutral,9,10
"I posted 9 photos on Facebook in the album """" http://t.co/lf87X0Nu",Facebook,neutral,5,6
I think Cameron should stop giving his opinion on so many things . Surely he should leave it to Jeremy Hunt to say stupid stuff about films .,Cameron,negative,2,3
I think Cameron should stop giving his opinion on so many things . Surely he should leave it to Jeremy Hunt to say stupid stuff about films .,Jeremy Hunt,negative,19,21
"LONDON ( Reuters ) - British satellite broadcaster BSkyB , part of Rupert Murdoch's UK media b ... http://t.co/ui58pbKR http://t.co/b0qfkTwQ",Reuters,neutral,2,3
"LONDON ( Reuters ) - British satellite broadcaster BSkyB , part of Rupert Murdoch's UK media b ... http://t.co/ui58pbKR http://t.co/b0qfkTwQ",Rupert Murdoch's,neutral,12,14
"""Be who you are and say what you feel , because those who mind don't matter , and those who matter don't mind."" ( Dr . Seuss )",Dr . Seuss,positive,24,27
"{ I am about to lose this game , so let's start over. } ""It's time to move on."" ~ UC Davis Chancellor Linda Katehi",UC Davis,neutral,20,22
"I just voted ""Miley Cyrus"" on ""Who Would Look Better With Blonde Hair"" Vote now : http://bit.ly/f4vD0F","""Miley Cyrus""",neutral,3,5
